feature1,feature2,feature3,feature4,label
-0.3274495888786355,-2.198619374935195,2.1261063447750623,-3.8900448089784465,0
-0.19140209946767983,0.10626197219928657,-0.5975393012187439,0.500366379254616,1
-1.4200156297654414,-1.7160725383394153,1.3850172693683342,-1.167751376010783,0
-0.29332932909818465,-1.551077749297326,-0.7002027661837286,1.3106513941589748,2
-0.8651296734483948,-1.2695502687359919,0.05842412941369979,0.42995164287483745,1
0.6243385615122331,-2.320870012437334,-3.828008928833479,2.1890109509580435,2
-1.2339190375651865,-0.8174273971515919,-0.8038007699420522,-1.1620320346841952,0
1.13748417152855,-0.470533512998622,-0.708713385809941,0.8767469129713908,2
-0.31441282332838805,-1.7692387246107795,-1.8125779461930311,-0.3169414286585489,0
0.28203168918167676,-2.0085691065444484,-1.5316104506819062,2.079067229677057,2
-1.167564315096161,-2.0986759297596063,0.3936729792542326,0.15240919321618374,1
-0.4364644520804608,-2.460675586746747,-1.7946876432791088,-0.2323757451246724,2
2.018723654918225,-0.9493092856448397,-1.760023964985717,0.3526430584150716,2
-0.9789198838329848,-1.201299705220029,0.4184387145904145,-2.5530253480837515,0
-1.1081088507742196,-1.995079188142442,-0.19926297166725948,0.8347798216719688,1
-0.7789545267591036,-2.6112311871002696,-2.2783106035514296,0.4841999278709639,2
-1.5785096541379096,-0.41967787595997097,-1.4114914164965078,-0.2142780249097539,0
1.0568005018643603,-0.021447937435945863,0.08337381690026713,0.3976269172627186,2
0.11489109715439494,-1.987841484098431,-3.4682239857225463,2.5212678810998,2
-0.8324873394685497,-1.35968479345969,-2.8565597970707683,1.1350547544518081,2
-1.0619956891037081,-1.1048458881877374,-0.47049429950241983,-1.518607174004555,0
-1.1984364447640938,1.3333799130665454,-2.355805727390101,1.6902884414520727,1
-2.0982724411703644,-0.39646909649459816,-2.7693186511337156,1.8375102520541557,1
-1.238192178231488,-1.0386785221631798,-1.6748433469716537,-0.5934114183619101,0
0.9526953161407301,-2.5725517505499367,-2.7351402884412495,1.5648822953416361,2
1.5848943055026863,-1.7896075654854973,-1.4798841927534574,1.544322561749925,2
-2.2267005445910315,-1.8955011867395877,2.029048259538233,-0.9382444696052775,0
-0.35706415572078,-1.5707993596061478,-0.4641676768487658,1.3072693599171048,1
-1.0725140075011725,-2.286789039434952,-0.17766426694205562,0.4628480813048663,1
0.16340025310891726,-0.37310671679396934,-1.7218336875663725,-0.13359315619234113,2
0.855237946113387,-2.5804326490748566,1.1989462596171183,0.6884617115754608,1
-3.466560679622968,0.5867082541192656,-3.823057459613923,1.5545960456621688,1
3.090403525290968,0.03380722594189489,1.506307290775775,3.0303666589745726,2
-1.0315940368375656,-1.0310006743527296,-2.310642915731855,2.0255528698844607,1
-1.0800773371193997,-0.5276810800409284,-2.4655037587480075,0.5197622445919996,0
0.5622366266471979,-1.2701727289202889,-0.5571190089129613,1.4198363009911437,2
0.014254585200444314,-1.8883377013091394,-0.87535811205382,-1.260992268587684,0
-0.2343343442534902,-2.4012728444961753,-2.6491156527043795,1.092336277935624,2
