feature1,feature2,feature3,feature4,label
-0.3955673943418926,0.12632893204491036,-1.283625157028399,0.19584525509768155,0
-0.1936927009142273,-0.42149259969354413,-0.269340234497362,-0.3357846992901282,0
1.0465685976548311,1.7167469570278047,0.4975401922697582,1.0318445394686349,1
-1.026641039843111,2.3153979663642614,1.898483325621374,-1.1290517712172292,1
0.8006161417671458,1.3030441022357486,-1.1166009908304417,-0.949398888831943,0
-0.7851136742622464,1.385009389203051,-1.4763625475479232,-0.03275327021599839,0
-0.159656402976724,2.171263794598619,-1.426231432244367,-1.3353443587101013,1
0.7681683856837371,1.5567467446475458,1.1850320616707806,1.40934744018558,1
-2.4729784953724523,2.5793170256281432,1.5453247037947166,0.39913611435207086,1
1.3614916549403115,-2.2268438448944625,4.598515378881905,-0.07016571145864703,1
0.08245431953528892,0.2626757271119652,0.9619485894056898,-0.7783047254023127,1
-0.743048243297195,0.19430153739803102,-0.4669407871013894,1.5295503194606137,0
-0.3825399876793656,-0.6178478709253097,-1.1893254027473668,1.6654744444625766,0
0.19648603139606968,-0.7614262823359554,0.7377525788566426,-0.09671311187039239,1
-1.497906606650295,1.6688957988734074,-1.2524833882055195,-0.23093453020867796,0
-0.22376163747924027,-0.8094710568465591,-2.0025745894447975,1.0536417966078395,0
-3.2338923191166313,-2.652002817734899,-1.3547832311275796,0.4933179008808892,0
-1.3807702120770795,1.6210341621576063,-0.2919084116347255,0.7129984301723881,1
0.779311055979844,1.590482071138967,-0.06128463919949234,1.453384477117701,1
-2.436260388453925,-1.784223307404718,-1.2113678591254453,2.5600845382687947,0
0.6760328094174388,1.9151422556093434,2.62871862922765,-1.280429352496283,1
0.33055918867023926,-1.5857828554170874,1.2609347793214907,0.7109599682034915,1
1.0836426589040467,-0.8836056118970674,3.317946509520454,-0.36283856043965906,1
-0.6313736302170683,0.6939512454913425,1.1409717723390898,-0.24032539815813503,1
-0.9655118629004646,1.9064841686885794,-1.7998314306629748,-0.34268759408034877,0
1.946625501115954,0.41811644669901304,2.604504261526155,1.5795721457307124,1
-0.9086747596509184,1.063586634279655,-0.7736012777266612,-0.4622752887050425,1
-1.007017585830101,-0.9747763565676912,-1.1613793653479108,0.1503017614618776,1
-0.3145062490515398,0.12550368051882854,0.7699875189917768,-1.0810633275998973,1
1.0605892955907408,-0.06370167373894486,1.8107677077715991,0.5597904479310398,1
-1.541752353800832,-1.0759706831876878,-1.5298951184688656,-0.6248185776956788,0
-1.902995217888967,1.9566141607115382,0.5124465526452477,-1.5566291735239037,1
-1.3400037531010214,-1.6454736217453185,-0.9456291826400962,-1.3516846056163336,0
1.7498856214593106,1.0938811718096966,1.9056455018896563,1.4469778843537329,1
-2.7781196724991273,-2.5247301098615527,-0.48244077583437883,0.517659020469123,0
0.468533059891705,-0.03894660734337052,-0.3825466467597465,-1.4066610968482223,0
1.1297964012130488,3.531827006207995,-1.3907312101088296,-0.18687164416135904,1
0.021005912607935606,-0.15603275248694004,-0.624911417600373,0.8231705839619146,0
-2.525312586731455,2.996944058045502,-1.7688957949888002,-0.2549772174208553,0
0.4395870044321901,0.5880337540840914,2.289736538969642,-1.348185422105713,1
-0.5207834841174233,0.4434188423455989,1.0802745182069193,0.17086543812794186,1
-0.6528661325488396,1.0535133627072617,-0.43116172312041234,0.2110174672026184,1
-1.280147857764536,0.11347656252922877,0.15173581127745284,-0.5227230205190395,1
-0.6399031515627047,-2.0993173496666904,0.8580688891025168,0.6218099622171964,0
0.14314297964994005,1.5602221338138897,-0.5195963448072112,-0.5228600271532683,1
-1.6525264848994339,1.9583432331422286,2.4553136640547946,-0.037634702424848364,1
-2.4383907225141885,-2.1597101541513855,-0.0073909629893066375,0.632407739055521,0
-1.7297750800136191,3.085405365485267,1.6820002228185524,1.7547941819843647,1
1.1282838686736323,0.6861521798823429,2.000479660809856,1.2557561255735208,1
-0.832758343521699,1.5651560642613207,-1.6943026872069575,1.0807807255546218,1
2.5157319451622024,0.5431573432476158,2.197467568776225,-1.2767485758203094,1
-0.588830672496822,-1.3443590130267102,-0.38903056871823605,-1.8408742313316453,0
-1.8669753189818832,-1.3683875573237945,-1.3392077474285051,1.1492733262856758,0
-1.6518047691420272,1.7573604055070668,-1.2793903408954954,-2.6968866429415717,0
0.8946717215403236,-0.5504352862180251,2.55948022961893,1.0654803750653512,1
-1.5120173415959575,-1.3040774863193159,-1.5821755197385126,-0.978372777615032,0
